unemployment_rate,unemployment_rate_6m,unemployment_rate_12m,unemployment_rate_18m,unemployment_rate_24m,gdp,gdp_6m,gdp_12m,gdp_18m,gdp_24m,cpi,cpi_6m,cpi_12m,cpi_18m,cpi_24m,oil_price,oil_price_6m,oil_price_12m,oil_price_18m,oil_price_24m
4.0,4.0,4.0,3.6,3.6,20044.077,20150.476,20431.641,20602.275,20693.238,2.157823,2.551897,2.375054,2.392597,2.790484,63.7,67.87,51.38,54.66,57.52
