date,unemployment_rate,gdp,cpi,oil_price
2006-10-01,4.4,16561.866,3.285968,58.88
2006-11-01,4.5,16561.866,3.141252,59.37
2006-12-01,4.4,16561.866,3.1159,62.03
2007-01-01,4.6,16611.69,3.136734,54.57
2007-02-01,4.5,16611.69,3.152428,59.26
2007-03-01,4.4,16611.69,3.099888,60.56
2007-04-01,4.5,16713.314,2.957465,63.97
2007-05-01,4.4,16713.314,2.774199,63.46
2007-06-01,4.6,16713.314,2.621714,67.48
2007-07-01,4.7,16809.587,2.525322,74.18
2007-08-01,4.6,16809.587,2.459164,72.39
2007-09-01,4.7,16809.587,2.475003,79.93
2007-10-01,4.7,16915.191,2.494632,86.2
2007-11-01,4.7,16915.191,2.64947,94.62
2007-12-01,5.0,16915.191,2.712396,91.73
2008-01-01,5.0,16843.003,2.747695,92.95
2008-02-01,4.9,16843.003,2.617738,95.35
2008-03-01,5.1,16843.003,2.688949,105.56
2008-04-01,5.0,16943.291,2.725505,112.57
2008-05-01,5.4,16943.291,2.793043,125.39
2008-06-01,5.6,16943.291,2.933931,133.93
2008-07-01,5.8,16854.295,3.010504,133.44
2008-08-01,6.1,16854.295,3.080765,116.61
2008-09-01,6.1,16854.295,3.071629,103.9
2008-10-01,6.5,16485.35,2.922213,76.65
2008-11-01,6.8,16485.35,2.777101,57.44
2008-12-01,7.3,16485.35,2.614507,41.02
2009-01-01,7.8,16298.262,2.535975,41.74
2009-02-01,8.3,16298.262,2.54257,39.16
2009-03-01,8.7,16298.262,2.437701,47.98
2009-04-01,9.0,16269.145,2.359914,49.79
2009-05-01,9.4,16269.145,2.273815,59.16
2009-06-01,9.5,16269.145,2.078063,69.68
2009-07-01,9.5,16326.281,1.910212,64.09
2009-08-01,9.6,16326.281,1.757047,71.06
2009-09-01,9.8,16326.281,1.602846,69.46
2009-10-01,10.0,16502.754,1.509202,75.82
2009-11-01,9.9,16502.754,1.361569,78.08
2009-12-01,9.9,16502.754,1.318775,74.3
2010-01-01,9.8,16582.71,1.170764,78.22
2010-02-01,9.8,16582.71,1.048684,76.42
2010-03-01,9.9,16582.71,0.9255024,81.24
2010-04-01,9.9,16743.162,0.869413,84.48
2010-05-01,9.6,16743.162,0.793302,73.84
2010-06-01,9.4,16743.162,0.7780127,75.35
2010-07-01,9.4,16872.266,0.7440706,76.37
2010-08-01,9.5,16872.266,0.6911158,76.82
2010-09-01,9.5,16872.266,0.6638685,75.31
2010-10-01,9.4,16960.864,0.6723344,81.9
2010-11-01,9.8,16960.864,0.8233069,84.14
2010-12-01,9.3,16960.864,0.8307821,89.04
2011-01-01,9.1,16920.632,0.9539952,89.42
2011-02-01,9.0,16920.632,1.117829,89.58
2011-03-01,9.0,16920.632,1.179972,102.94
2011-04-01,9.1,17035.114,1.210295,110.04
2011-05-01,9.0,17035.114,1.256079,101.33
2011-06-01,9.1,17035.114,1.29395,96.29
2011-07-01,9.0,17031.313,1.41844,97.19
2011-08-01,9.0,17031.313,1.651442,86.33
2011-09-01,9.0,17031.313,1.721515,85.61
2011-10-01,8.8,17222.583,1.835844,86.41
2011-11-01,8.6,17222.583,1.835434,97.21
2011-12-01,8.5,17222.583,2.045078,98.57
2012-01-01,8.3,17367.01,2.113351,100.24
2012-02-01,8.3,17367.01,2.01608,102.25
2012-03-01,8.2,17367.01,2.122799,106.19
2012-04-01,8.2,17444.525,2.191796,103.33
2012-05-01,8.2,17444.525,2.188203,94.7
2012-06-01,8.2,17444.525,2.238927,82.41
2012-07-01,8.2,17469.65,2.260479,87.93
2012-08-01,8.1,17469.65,2.17107,94.16
2012-09-01,7.8,17469.65,2.219253,94.72
2012-10-01,7.8,17489.852,2.206525,89.57
2012-11-01,7.7,17489.852,2.195661,86.66
2012-12-01,7.9,17489.852,2.107127,88.25
2013-01-01,8.0,17662.4,2.065935,94.69
2013-02-01,7.7,17662.4,2.143683,95.32
2013-03-01,7.5,17662.4,2.096923,93.05
2013-04-01,7.6,17709.671,1.932255,92.07
2013-05-01,7.5,17709.671,1.905048,94.8
2013-06-01,7.5,17709.671,1.874046,95.8
2013-07-01,7.3,17860.45,1.865294,104.61
2013-08-01,7.2,17860.45,1.911745,106.57
2013-09-01,7.2,17860.45,1.888205,106.29
2013-10-01,7.2,18016.147,1.866698,100.54
2013-11-01,6.9,18016.147,1.890963,93.86
2013-12-01,6.7,18016.147,1.872378,97.63
2014-01-01,6.6,17953.974,1.821944,94.62
2014-02-01,6.7,17953.974,1.789204,100.82
2014-03-01,6.7,17953.974,1.821445,100.8
2014-04-01,6.2,18185.911,2.025724,102.07
2014-05-01,6.3,18185.911,2.127518,102.18
2014-06-01,6.1,18185.911,2.142724,105.79
2014-07-01,6.2,18406.941,2.098319,103.59
2014-08-01,6.1,18406.941,1.959017,96.54
2014-09-01,5.9,18406.941,1.95017,93.21
2014-10-01,5.7,18500.031,2.001463,84.4
2014-11-01,5.8,18500.031,1.999147,75.79
2014-12-01,5.6,18500.031,1.961226,59.29
2015-01-01,5.7,18666.621,1.976365,47.22
2015-02-01,5.5,18666.621,1.972517,50.58
2015-03-01,5.4,18666.621,1.989606,47.82
2015-04-01,5.4,18782.243,2.05371,54.45
2015-05-01,5.6,18782.243,2.056561,59.27
2015-06-01,5.3,18782.243,2.103732,59.82
2015-07-01,5.2,18857.418,2.130475,50.9
2015-08-01,5.1,18857.418,2.169207,42.87
2015-09-01,5.0,18857.418,2.268536,45.48
2015-10-01,5.0,18892.206,2.335492,46.22
2015-11-01,5.1,18892.206,2.394625,42.44
2015-12-01,5.0,18892.206,2.437497,37.19
2016-01-01,4.8,19001.69,2.460879,31.68
2016-02-01,4.9,19001.69,2.538253,30.32
2016-03-01,5.0,19001.69,2.526214,37.55
2016-04-01,5.1,19062.709,2.53143,40.75
2016-05-01,4.8,19062.709,2.565678,46.71
2016-06-01,4.9,19062.709,2.563629,48.76
2016-07-01,4.8,19197.938,2.569655,44.65
2016-08-01,4.9,19197.938,2.716347,44.72
2016-09-01,5.0,19197.938,2.624799,45.18
2016-10-01,4.9,19304.352,2.502268,49.78
2016-11-01,4.7,19304.352,2.518564,45.66
2016-12-01,4.7,19304.352,2.585286,51.97
2017-01-01,4.7,19398.343,2.651739,52.5
2017-02-01,4.6,19398.343,2.664566,53.47
2017-03-01,4.4,19398.343,2.436586,49.33
2017-04-01,4.4,19506.949,2.235672,51.06
2017-05-01,4.4,19506.949,2.139634,48.48
2017-06-01,4.3,19506.949,2.122109,45.18
2017-07-01,4.3,19660.766,2.131777,46.63
2017-08-01,4.4,19660.766,2.075047,48.04
2017-09-01,4.3,19660.766,2.091354,49.82
2017-10-01,4.2,19882.352,2.177581,51.58
2017-11-01,4.2,19882.352,2.099803,56.64
2017-12-01,4.1,19882.352,2.117186,57.88
2018-01-01,4.0,20044.077,2.157823,63.7
2018-02-01,4.1,20044.077,2.123101,62.23
2018-03-01,4.0,20044.077,2.366925,62.73
2018-04-01,4.0,20150.476,2.491592,66.25
2018-05-01,3.8,20150.476,2.543212,69.98
2018-06-01,4.0,20150.476,2.551897,67.87
2018-07-01,3.8,20276.154,2.518753,70.98
2018-08-01,3.8,20276.154,2.432443,68.06
2018-09-01,3.7,20276.154,2.462881,70.23
2018-10-01,3.8,20304.874,2.415236,70.75
2018-11-01,3.8,20304.874,2.476418,56.96
2018-12-01,3.9,20304.874,2.456173,49.52
2019-01-01,4.0,20431.641,2.375054,51.38
2019-02-01,3.8,20431.641,2.375943,54.95
2019-03-01,3.8,20431.641,2.356946,58.15
2019-04-01,3.7,20602.275,2.392773,63.86
2019-05-01,3.6,20602.275,2.360903,60.83
2019-06-01,3.6,20602.275,2.392597,54.66
2019-07-01,3.7,20843.322,2.475923,57.35
2019-08-01,3.6,20843.322,2.630398,54.81
2019-09-01,3.5,20843.322,2.622934,56.95
2019-10-01,3.6,20985.448,2.747596,53.96
2019-11-01,3.6,20985.448,2.772021,57.03
2019-12-01,3.6,20985.448,2.752609,59.88
2020-01-01,3.6,20693.238,2.790484,57.52
2020-02-01,3.5,20693.238,2.800101,50.54
2020-03-01,4.4,20693.238,2.606553,29.21
2020-04-01,14.8,19056.617,2.179323,16.55
2020-05-01,13.2,19056.617,2.01414,28.56
2020-06-01,11.0,19056.617,1.993544,38.31
2020-07-01,10.2,20548.793,2.281283,40.71
2020-08-01,8.4,20548.793,2.213149,42.34
2020-09-01,7.8,20548.793,1.980283,39.63
2020-10-01,6.8,20771.691,1.747303,39.4
2020-11-01,6.7,20771.691,1.697582,40.94
2020-12-01,6.7,20771.691,1.600671,47.02
2021-01-01,6.4,21058.379,1.400569,52.0
2021-02-01,6.2,21058.379,1.405123,59.04
2021-03-01,6.1,21058.379,1.592366,62.33
2021-04-01,6.1,21389.005,2.209393,61.72
2021-05-01,5.8,21389.005,2.562825,65.17
2021-06-01,5.9,21389.005,2.558145,71.38
2021-07-01,5.4,21571.421,2.323597,72.49
2021-08-01,5.1,21571.421,2.332419,67.73
2021-09-01,4.7,21571.421,2.610662,71.65
2021-10-01,4.5,21960.388,3.007604,81.48
2021-11-01,4.1,21960.388,3.184384,79.15
2021-12-01,3.9,21960.388,3.456458,71.71
2022-01-01,4.0,21903.85,3.965498,83.22
2022-02-01,3.8,21903.85,4.280304,91.64
2022-03-01,3.6,21903.85,4.534344,108.5
2022-04-01,3.7,21919.222,4.703935,101.78
2022-05-01,3.6,21919.222,4.950974,109.55
2022-06-01,3.6,21919.222,5.39633,114.84
2022-07-01,3.5,22066.784,5.59073,101.62
2022-08-01,3.6,22066.784,5.951312,93.67
2022-09-01,3.5,22066.784,6.348017,84.26
2022-10-01,3.6,22249.459,6.312946,87.55
2022-11-01,3.6,22249.459,6.422543,84.37
2022-12-01,3.5,22249.459,6.538167,76.44
2023-01-01,3.4,22403.435,6.487554,78.12
2023-02-01,3.6,22403.435,6.525,76.83
2023-03-01,3.5,22403.435,6.390946,73.28
2023-04-01,3.4,22539.418,6.264224,79.45
2023-05-01,3.7,22539.418,5.975255,71.58
2023-06-01,3.6,22539.418,5.586684,70.25
2023-07-01,3.5,22780.933,5.405751,76.07
2023-08-01,3.8,22780.933,5.172225,81.39
2023-09-01,3.8,22780.933,4.95977,89.43
2023-10-01,3.8,22960.6,4.882928,85.64
2023-11-01,3.7,22960.6,4.688293,77.69
2023-12-01,3.7,22960.6,4.554396,71.9
2024-01-01,3.7,23053.545,4.603922367,74.15
2024-02-01,3.9,23053.545,4.403102398,77.25
2024-03-01,3.8,23053.545,4.509212494,81.28
2024-04-01,3.9,23223.906,4.412394524,85.35
2024-05-01,4.0,23223.906,4.302023411,80.02
2024-06-01,4.1,23223.906,4.226875782,79.77
2024-07-01,4.3,23223.906,4.164950848,81.8
2024-08-01,4.2,23223.906,4.103705883,76.68
2024-09-01,4.1,23223.906,4.010873318,70.24
